AU,HospitalName,CircuitType,OOBPhone,OrderGroup,CircuitID,CircuitIDLEC,IPCSR,RouterPort,PrimaryIPAddress,SecondaryIPAddress,Notes
1227,VCA 4 Paws Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary Cox 200M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.102,,"VLAN200 ? 10.58.204.0/24
Voice VLAN400 ? 10.58.205.0/24",,
1230,VCA Telegraph Road Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use for phone system)",,VeloCloud,,,10.2.3.118,,"DATA VLAN 200: 10.58.210.0/24
VOICE VLAN 400: 10.58.211.0/24",,
1231,VCA Coolridge Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary Verizon FIOS 100M/100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.91,,"VLAN200 ? 10.58.212.0/24
Voice VLAN400 ? 10.58.213.0/24",,
1232,VCA Cypress Creek Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M, Secondary GTT/Frontier FIOS 100M/100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,10.2.3.114,,"Data VLAN200 ? 10.58.214.0/24 
Voice VLAN400 ? 10.58.215.0/24",,
1233,VCA City Pet Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (AT&T ADI 20M, Secondary AT&T DSL 18M/1.5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.117,,"Data VLAN200 ? 10.58.216.0/24
Voice VLAN400 ? 10.58.217.0/24",,
1234,VCA Auburn Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,,,"Data VLAN 200: 10.58.218.0/24
Voice VLAN 400: 10.58.219.0/24",,
1235,VCA Boone Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary AT&T DSL 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,10.2.3.119,,"Data VLAN200 ? 10.58.220.0/24
Voice VLAN400 ? 10.58.221.0/24",,
1236,VCA Naugatuck Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,10.2.3.130,,"Data VLAN200 ? 10.58.222.0/24 
Voice VLAN400 ? 10.58.223.0/24",,
1237,VCA All Creatures Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,,,"Data VLAN 200 - 10.58.224.0/24
Voice VLAN 400 - 10.58.225.0/24",,
1238,VCA North Ridge Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use for phone system)",,VeloCloud,,,10.2.3.120,,"Data  VLAN 200: 10.58.226.0/24
Voice VLAN 400: 10.58.227.0/24",,
1239,VCA Smoky Hill Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary GTT/CenturyLink 60M/5M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,10.2.3.113,,"VLAN 200 : 10.58.228.0/24
Voice VLAN 400 : 10.58.229.0/24",,
1240,VCA Bay Hill Cat Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.95,,"VLAN 200 : 10.58.230.0/24
Voice VLAN 400 : 10.58.231.0/24",,
1241,VCA High Peaks Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,,,"VLAN 200 : 10.58.231.0/24
Voice VLAN 400 : 10.58.232.0/24",,
1242,VCA Brentwood Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Cox 200M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,10.2.3.94,,"VLAN200 ? 10.58.234.0/24 and set as untagged VLAN
Voice VLAN400 ? 10.58.235.0/24",,
1243,VCA Albemarle Veterinary Health Care Center,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,,,"Data VLAN200 ? 10.58.236.0/24
Voice VLAN400 ? 10.58.237.0/24",,
1244,VCA Merrimac Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Cox 200M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,10.2.3.128,,"VLAN200 - 10.58.238.0/24
VLAN400 - 10.58.239.0/24",,
1245,VCA Southern Tier Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.134,,"Data VLAN200 ? 10.58.240.0/24
Voice VLAN400 ? 10.58.241.0/24",,
1246,VCA Bayonet Point Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (GTT/Frontier 100M/100M, Secondary 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,10.2.3.127,,"VLAN200 ? 10.58.242.0/24
VLAN400 ? 10.58.243.0/24",,
1247,VCA Lewiston Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use / phone system)",,VeloCloud,,,,,"Data VLAN 200: 10.58.244.0/24
Voice VLAN 400: 10.58.245.0/24",,DSR/Spectrum modem shared with legacy PP hospital network
1248,VCA Woodstock Veterinary Clinic,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary AT&T DSL 24M/3M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use / phone system)",,VeloCloud,,,,,"Data VLAN 200: 10.58.246.0/24
Voice VLAN 400: 10.58.247.0/24",,
1249,VCA ABE Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (PenTel Data 300M/30M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use / phone system)",,VeloCloud,,,,,"VLAN200 ? 10.58.248.0/24
Voice VLAN400 ? 10.58.249.0/24",,
1250,VCA Olathe Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.96,,"VLAN200 -10.58.250.0/24
Voice VLAN400 -10.58.251.0/24",,VLAN 400 configured for local Mitel PBX/DHCP
1251,VCA Care Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"Data VLAN 200   10.58.252.0/24
Voice VLAN 400 10.58.253.0/24",,
1252,VCA Spooner Veterinary Hospital,"Configure/VeloCloud SD-WAN w/4G (Primary on order) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"Data VLAN 200   10.58.254.0/24
Voice VLAN 400 10.58.255.0/24""",,
1253,VCA Paw Prints Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary GTT/Frontier DSL 9M/1M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.135,,"Data VLAN200 ? 10.59.0.0/24
Voice VLAN400 ? 10.59.1.0/24",,
1254,VCA Adams Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.136,,"VLAN200 ?  10.59.2.0/24
Voice VLAN400 ?  10.59.3.0/24",,
1255,VCA Greenbelt Animal Hospital,"Configure/VeloCloud SD-WAN with VC620 w/4G (Altice 300M/30M, Secondary AT&T ADI 100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.80,,"Data VLAN 200 : 10.59.4.0/24
Voice VLAN 400 : 10.59.5.0/24
Wireless VLAN 500: 10.4.1.0/25",,
1256,VCA Andover Animal Hospital and Pet Resort,"Configure/VeloCloud SD-WAN w/4G (Cox 100M/20M, Secondary AT&T DSL 75M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.77,,"Data VLAN 200 
10.59.6.0/24
Voice VLAN 400 10.59.7.0/24",,"Aruba Network
No NS Server
MDF / IDF"
1257,VCA Park East Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"Data VLAN 200: 10.59.8.0/24
Voice VLAN 400: 10.59.9.0/24",,
1258,VCA Adirondack Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"VLAN200 ? 10.59.10.0/24
VLAN400 ? 10.59.11.0/24",,
1259,VCA Audubon Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"VLAN 200   10.59.12.0/24
Voice VLAN 400 10.59.13.0/24",,
1260,VCA Veterinary Specialists of CT,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary GTT DSL 25M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,10.2.3.101,,"Data VLAN200 : 10.59.14.0/24
Voice VLAN400 : 10.59.15.0/24
Wireless VLAN 500 : 10.4.3.0/24",,
1261,VCA Beavercreek Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.137,,"VLAN200 ? 10.59.16.0/24
Voice VLAN400 ? 10.59.17.0/24",,
1262,VCA Bath Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary Consolidated Comm 25M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.129,,"VLAN200 ? 10.59.18.0/24 
VLAN400 ? 10.59.19.0/24",,
1263,VCA Central Kansas Animal Hospital,,,VeloCloud,,,10.2.3.139,,"VLAN 200 ? 10.59.20.0/24
VLAN 400 ? 10.59.21.0/24",,
1264,VCA New Hartford Animal Hospital,Legacy Internet,,,,,,,,,
1265,VCA Mont Clare Animal Hospital,Legacy Internet,,,,,,,,,
1266,VCA County Veterinary Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.142,,"VLAN200 ? 10.59.26.0/24 
Voice VLAN 400 - 10.59.27.0/24",,
1267,VCA French Creek Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"Data VLAN200 ?  10.59.28.0/24
Voice VLAN400 ? 10.59.29.0/24",,
1268,VCA Burrstone Animal Hospital,Legacy Internet,,,,,,,,,
1269,VCA Fitzgerald Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Primary ADI 10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.107,,"Data VLAN200 ? 10.59.32.0/24
Voice VLAN400 ? 10.59.33.0/24",,
1270,VCA Northwest Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M, Secondary GTT/CenturyLink 40M/2M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for security system)",,VeloCloud,,,10.2.3.111,,"Data VLAN200 ? 10.59.34.0/24 
Voice VLAN400 ? 10.59.35.0/24",,
1271,VCA Manchester West Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 300M/20M, Secondary AT&T DSL 75M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.78,,"Data VLAN 200 ? 10.59.37.0/24 
Voice VLAN 400 ? 10.59.38.0/24",,
1272,VCA Richland Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"VLAN 200: 10.59.38..0/24
Voice VLAN 400: 10.59.39..0/24",,
1273,VCA Choptank Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"VLAN200 ? 10.59.40.0/24
Voice VLAN400 ? 10.59.41.0/24",,
1274,VCA All Pet Emergency Center,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.97,,"Data VLAN200:  10.59.42.0./24
Voice VLAN400: 10.59.43.0/24",,
1275,VCA Broadway Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"Data VLAN 200 10.59.44.0/24   
Voice VLAN 400 10.59.45.0/24",,
1276,VCA Blairstown Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (PenTelData 300M/30M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"VLAN 200 ? 10.59.46.0/24
Voice VLAN 400 ? 10.59.47.0/24",,
1277,VCA Klingele Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (On Order - Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"VLAN200 ? 10.59.48.0/24
Voice VLAN400 - 10.59.49.0/24",,
1278,VCA Dublin Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 150M/20M, Secondary GTT 50M/10M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.88,,"VLAN200: 10.59.50.0/24
Voice VLAN400: 10.59.51.0/24",,
1279,VCA Clermont Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (On Order - Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use)",,VeloCloud,,,,,"VLAN 200   10.59.52.0/24
VLAN 400 10.59.53.0/24",,
1280,VCA Newman Daytona Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,10.2.3.98,,"VLAN 200: 10.59.54.0/24
Voice VLAN400: 10.59.55.0/24",,
1281 - Closed/Merged into AU1310,VCA Newman Deland Animal Hospital - Hospital Closed/Merged into AU1310 DeLand 12/11/2020,Hospital Closed -- Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M),,999,,,10.2.3.92,,"Data VLAN200 ? 10.59.56.0/24
Voice VLAN400 ? 10.59.57.0/24",,
1282,VCA Newman Deltona Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M, Secondary 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.106,,"Data VLAN 200: 10.59.58.0/24
Voice VLAN 400: 10.59.59.0/24",,
1283,VCA Newman Edgewater Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (On Order - Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.99,,"DATA VLAN 200:  10.59.60.0/24 
VOICE VLAN 400:  10.59.61.0/24",,
1284,VCA Newman Ormond Beach Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M, Secondary AT&T DSL 75M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.92,,"Data VLAN 200 -10.59.62.0/24
Voice VLAN 400 - 10.59.63.0/24",,
1285,VCA Newman Sanford Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (SAA Fiber 100M/100M, Secondary AT&T DSL 75M/8M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.100,,"Data VLAN200 ? 10.59.64.0/24
Voice VLAN400 ? 10.59.65.0/24",,"Primary Internet provided by Sanford Airport Authority, contact is Tommy Gentry, tgentry@osaa.net 407-585-4096"
1286,VCA Cazenovia Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use)",,VeloCloud,,,,,"Data VLAN200 ? 10.59.66.0/24
Voice VLAN400 ? 10.59.67.0/24",,
1287,VCA Hamilton Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use)",,VeloCloud,,,,,"Data VLAN 200   10.59.68.0/24    
Voice VLAN 400 10.59.69.0/24",,
1288,VCA Chemung Valley Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use)",,VeloCloud,,,,,"VLAN 200   10.59.70.0/24
Voice VLAN 400 10.59.71.0/24",,
1289,VCA Parkdale Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (On Order - Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use)",,VeloCloud,,,,,"VLAN 200   10.59.72.0/24
Voice VLAN 400 10.59.73.0/24",,
1290,VCA Abri Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,,,"Data VLAN200 ? 10.59.74.0/24
Voice VLAN400 ? 10.59.75.0/24",,
1291,VCA Ventana Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use for phone system)",,VeloCloud,,,,,"Data VLAN 200: 10.59.76.0/24
Voice VLAN 400: 10.59.77.0/24",,DSR/Comcast modem shared with legacy PP hospital network
1292,VCA Advanced Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use)",,VeloCloud,,,,,"VLAN 200   10.59.78.0/24
Voice VLAN 400 10.59.79.0/24",,
1293,VCA Amherst Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (On Order - Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use)",,VeloCloud,,,,,"Data VLAN200 ? 10.59.80.0/24
Voice VLAN400 ? 10.59.81.0/24",,
1294,VCA Butte-Oroville Animal Hospital,Legacy Internet,,,,,,,,,
1295,VCA Los Banos Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Comcast 250M/25M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,10.2.3.123,,"Data VLAN 200: 10.59.84.0/24
Voice VLAN400: 10.59.85.0/24",,
1296,VCA Blue Ridge Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M, Secondary AT&T DSL 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for phone system)",,VeloCloud,,,,,"Data VLAN 200: 10.59.86.0/24
Voice VLAN 400: 10.59.87.0/24",,
1297,VCA Eagle Rock Animal Hospital,Legacy Internet,,,,,,,,,
1298,VCA Ballston Spa Animal Hospital,Legacy Internet,,,,,,,,,
1299,VCA North Idaho Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Ziply Fiber 20M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet in use for VCA/WW)",,VeloCloud,,,10.2.3.104,,"Data VLAN 200:   10.59.92.0/24
Voice VLAN 400:  10.59.93.0/24",,
1300,VCA Collinsville Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Community Cable 200M/20M, Secondary AT&T DSL 45M/6M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet no longer in use)",,VeloCloud,,,10.2.3.105,,"Data VLAN 200:   10.59.94.0/24
Voice VLAN 400:  10.59.95.0/24",,
1301,VCA Metzger Animal Hospital,Legacy Internet,,,,,,,,,
1302,VCA San Francis Animal Hospital,"Configure/VeloCloud SD-WAN w/4G (Spectrum 400M/20M, GTT/Frontier FIOS 100M) - Call Configure for Support 855-539-9234 / optinoc@configureinc.com
(Legacy Internet still in use)",,VeloCloud,,,10.2.3.112,,"Data VLAN200 ? 10.59.98.0/24 
Voice VLAN400 ? 10.59.99.0/24",,
